Domain Code,Domain,Area Code (M49),Area,Year Code,Year,Item Code,Item,Months Code,Months,Unit,Value,Flag,Flag Description,Note
"CP","Consumer Price Indices","372","Ireland","2002","2002","23012","Consumer Prices, General Indices (2015 = 100)","7007","July","","81.93372","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2002","2002","23012","Consumer Prices, General Indices (2015 = 100)","7008","August","","82.4321","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2002","2002","23012","Consumer Prices, General Indices (2015 = 100)","7009","September","","82.8308","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2002","2002","23012","Consumer Prices, General Indices (2015 = 100)","7010","October","","83.22951","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2002","2002","23012","Consumer Prices, General Indices (2015 = 100)","7011","November","","83.32918","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2002","2002","23012","Consumer Prices, General Indices (2015 = 100)","7012","December","","83.92724","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2003","2003","23012","Consumer Prices, General Indices (2015 = 100)","7001","January","","83.62821","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2003","2003","23012","Consumer Prices, General Indices (2015 = 100)","7002","February","","84.42561","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2003","2003","23012","Consumer Prices, General Indices (2015 = 100)","7003","March","","85.02367","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2003","2003","23012","Consumer Prices, General Indices (2015 = 100)","7004","April","","85.22302","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2003","2003","23012","Consumer Prices, General Indices (2015 = 100)","7005","May","","85.12335","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2003","2003","23012","Consumer Prices, General Indices (2015 = 100)","7006","June","","85.22302","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2003","2003","23012","Consumer Prices, General Indices (2015 = 100)","7007","July","","84.62497","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2003","2003","23012","Consumer Prices, General Indices (2015 = 100)","7008","August","","85.12335","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2003","2003","23012","Consumer Prices, General Indices (2015 = 100)","7009","September","","85.22302","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2003","2003","23012","Consumer Prices, General Indices (2015 = 100)","7010","October","","85.22302","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2003","2003","23012","Consumer Prices, General Indices (2015 = 100)","7011","November","","85.22302","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2003","2003","23012","Consumer Prices, General Indices (2015 = 100)","7012","December","","85.52206","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2004","2004","23012","Consumer Prices, General Indices (2015 = 100)","7001","January","","85.12335","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2004","2004","23012","Consumer Prices, General Indices (2015 = 100)","7002","February","","85.82108","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2004","2004","23012","Consumer Prices, General Indices (2015 = 100)","7003","March","","86.21979","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2004","2004","23012","Consumer Prices, General Indices (2015 = 100)","7004","April","","86.41914","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2004","2004","23012","Consumer Prices, General Indices (2015 = 100)","7005","May","","86.61849","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2004","2004","23012","Consumer Prices, General Indices (2015 = 100)","7006","June","","87.11687","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2004","2004","23012","Consumer Prices, General Indices (2015 = 100)","7007","July","","86.81784","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2004","2004","23012","Consumer Prices, General Indices (2015 = 100)","7008","August","","87.4159","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2004","2004","23012","Consumer Prices, General Indices (2015 = 100)","7009","September","","87.4159","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2004","2004","23012","Consumer Prices, General Indices (2015 = 100)","7010","October","","87.51557","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2004","2004","23012","Consumer Prices, General Indices (2015 = 100)","7011","November","","87.71493","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2004","2004","23012","Consumer Prices, General Indices (2015 = 100)","7012","December","","87.81461","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2005","2005","23012","Consumer Prices, General Indices (2015 = 100)","7001","January","","87.0172","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2005","2005","23012","Consumer Prices, General Indices (2015 = 100)","7002","February","","87.81461","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2005","2005","23012","Consumer Prices, General Indices (2015 = 100)","7003","March","","88.01395","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2005","2005","23012","Consumer Prices, General Indices (2015 = 100)","7004","April","","88.41266","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2005","2005","23012","Consumer Prices, General Indices (2015 = 100)","7005","May","","88.71169","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2005","2005","23012","Consumer Prices, General Indices (2015 = 100)","7006","June","","89.01071","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2005","2005","23012","Consumer Prices, General Indices (2015 = 100)","7007","July","","88.91104","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2005","2005","23012","Consumer Prices, General Indices (2015 = 100)","7008","August","","89.30975","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2005","2005","23012","Consumer Prices, General Indices (2015 = 100)","7009","September","","90.10715","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2005","2005","23012","Consumer Prices, General Indices (2015 = 100)","7010","October","","90.10715","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2005","2005","23012","Consumer Prices, General Indices (2015 = 100)","7011","November","","90.00748","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2005","2005","23012","Consumer Prices, General Indices (2015 = 100)","7012","December","","89.9078","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2006","2006","23012","Consumer Prices, General Indices (2015 = 100)","7001","January","","89.60877","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2006","2006","23012","Consumer Prices, General Indices (2015 = 100)","7002","February","","90.60553","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2006","2006","23012","Consumer Prices, General Indices (2015 = 100)","7003","March","","91.00423","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2006","2006","23012","Consumer Prices, General Indices (2015 = 100)","7004","April","","91.80164","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2006","2006","23012","Consumer Prices, General Indices (2015 = 100)","7005","May","","92.20035","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2006","2006","23012","Consumer Prices, General Indices (2015 = 100)","7006","June","","92.3997","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2006","2006","23012","Consumer Prices, General Indices (2015 = 100)","7007","July","","92.69873","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2006","2006","23012","Consumer Prices, General Indices (2015 = 100)","7008","August","","93.29678","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2006","2006","23012","Consumer Prices, General Indices (2015 = 100)","7009","September","","93.69549","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2006","2006","23012","Consumer Prices, General Indices (2015 = 100)","7010","October","","93.59581","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2006","2006","23012","Consumer Prices, General Indices (2015 = 100)","7011","November","","93.99451","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2006","2006","23012","Consumer Prices, General Indices (2015 = 100)","7012","December","","94.39322","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2007","2007","23012","Consumer Prices, General Indices (2015 = 100)","7001","January","","94.19387","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2007","2007","23012","Consumer Prices, General Indices (2015 = 100)","7002","February","","94.99128","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2007","2007","23012","Consumer Prices, General Indices (2015 = 100)","7003","March","","95.68901","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2007","2007","23012","Consumer Prices, General Indices (2015 = 100)","7004","April","","96.38674","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2007","2007","23012","Consumer Prices, General Indices (2015 = 100)","7005","May","","96.78545","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2007","2007","23012","Consumer Prices, General Indices (2015 = 100)","7006","June","","96.9848","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2007","2007","23012","Consumer Prices, General Indices (2015 = 100)","7007","July","","97.28383","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2007","2007","23012","Consumer Prices, General Indices (2015 = 100)","7008","August","","97.68253","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2007","2007","23012","Consumer Prices, General Indices (2015 = 100)","7009","September","","97.98156","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2007","2007","23012","Consumer Prices, General Indices (2015 = 100)","7010","October","","98.18092","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2007","2007","23012","Consumer Prices, General Indices (2015 = 100)","7011","November","","98.67929","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2007","2007","23012","Consumer Prices, General Indices (2015 = 100)","7012","December","","98.77897","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2008","2008","23012","Consumer Prices, General Indices (2015 = 100)","7001","January","","98.28059","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2008","2008","23012","Consumer Prices, General Indices (2015 = 100)","7002","February","","99.57638","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2008","2008","23012","Consumer Prices, General Indices (2015 = 100)","7003","March","","100.4735","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2008","2008","23012","Consumer Prices, General Indices (2015 = 100)","7004","April","","100.5731","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2008","2008","23012","Consumer Prices, General Indices (2015 = 100)","7005","May","","101.2709","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2008","2008","23012","Consumer Prices, General Indices (2015 = 100)","7006","June","","101.7692","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2008","2008","23012","Consumer Prices, General Indices (2015 = 100)","7007","July","","101.5699","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2008","2008","23012","Consumer Prices, General Indices (2015 = 100)","7008","August","","101.9686","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2008","2008","23012","Consumer Prices, General Indices (2015 = 100)","7009","September","","102.2676","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2008","2008","23012","Consumer Prices, General Indices (2015 = 100)","7010","October","","102.0683","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2008","2008","23012","Consumer Prices, General Indices (2015 = 100)","7011","November","","101.1712","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2008","2008","23012","Consumer Prices, General Indices (2015 = 100)","7012","December","","99.8754","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2009","2009","23012","Consumer Prices, General Indices (2015 = 100)","7001","January","","98.28059","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2009","2009","23012","Consumer Prices, General Indices (2015 = 100)","7002","February","","97.88188","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2009","2009","23012","Consumer Prices, General Indices (2015 = 100)","7003","March","","97.78221","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2009","2009","23012","Consumer Prices, General Indices (2015 = 100)","7004","April","","97.08447","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2009","2009","23012","Consumer Prices, General Indices (2015 = 100)","7005","May","","96.5861","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2009","2009","23012","Consumer Prices, General Indices (2015 = 100)","7006","June","","96.28706","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2009","2009","23012","Consumer Prices, General Indices (2015 = 100)","7007","July","","95.58933","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2009","2009","23012","Consumer Prices, General Indices (2015 = 100)","7008","August","","95.88836","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2009","2009","23012","Consumer Prices, General Indices (2015 = 100)","7009","September","","95.58933","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2009","2009","23012","Consumer Prices, General Indices (2015 = 100)","7010","October","","95.38998","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2009","2009","23012","Consumer Prices, General Indices (2015 = 100)","7011","November","","95.38998","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2009","2009","23012","Consumer Prices, General Indices (2015 = 100)","7012","December","","94.8916","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2010","2010","23012","Consumer Prices, General Indices (2015 = 100)","7001","January","","94.39322","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2010","2010","23012","Consumer Prices, General Indices (2015 = 100)","7002","February","","94.79192","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2010","2010","23012","Consumer Prices, General Indices (2015 = 100)","7003","March","","94.79192","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2010","2010","23012","Consumer Prices, General Indices (2015 = 100)","7004","April","","95.09096","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2010","2010","23012","Consumer Prices, General Indices (2015 = 100)","7005","May","","95.58933","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2010","2010","23012","Consumer Prices, General Indices (2015 = 100)","7006","June","","95.48966","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2010","2010","23012","Consumer Prices, General Indices (2015 = 100)","7007","July","","95.48966","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2010","2010","23012","Consumer Prices, General Indices (2015 = 100)","7008","August","","96.18739","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2010","2010","23012","Consumer Prices, General Indices (2015 = 100)","7009","September","","95.98804","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2010","2010","23012","Consumer Prices, General Indices (2015 = 100)","7010","October","","96.08772","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2010","2010","23012","Consumer Prices, General Indices (2015 = 100)","7011","November","","95.88836","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2010","2010","23012","Consumer Prices, General Indices (2015 = 100)","7012","December","","96.18739","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2011","2011","23012","Consumer Prices, General Indices (2015 = 100)","7001","January","","95.88836","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2011","2011","23012","Consumer Prices, General Indices (2015 = 100)","7002","February","","96.78545","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2011","2011","23012","Consumer Prices, General Indices (2015 = 100)","7003","March","","97.68253","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2011","2011","23012","Consumer Prices, General Indices (2015 = 100)","7004","April","","98.08124","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2011","2011","23012","Consumer Prices, General Indices (2015 = 100)","7005","May","","98.08124","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2011","2011","23012","Consumer Prices, General Indices (2015 = 100)","7006","June","","98.08124","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2011","2011","23012","Consumer Prices, General Indices (2015 = 100)","7007","July","","97.98156","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2011","2011","23012","Consumer Prices, General Indices (2015 = 100)","7008","August","","98.18092","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2011","2011","23012","Consumer Prices, General Indices (2015 = 100)","7009","September","","98.47994","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2011","2011","23012","Consumer Prices, General Indices (2015 = 100)","7010","October","","98.77897","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2011","2011","23012","Consumer Prices, General Indices (2015 = 100)","7011","November","","98.77897","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2011","2011","23012","Consumer Prices, General Indices (2015 = 100)","7012","December","","98.47994","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2012","2012","23012","Consumer Prices, General Indices (2015 = 100)","7001","January","","97.98156","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2012","2012","23012","Consumer Prices, General Indices (2015 = 100)","7002","February","","98.87865","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2012","2012","23012","Consumer Prices, General Indices (2015 = 100)","7003","March","","99.8754","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2012","2012","23012","Consumer Prices, General Indices (2015 = 100)","7004","April","","99.8754","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2012","2012","23012","Consumer Prices, General Indices (2015 = 100)","7005","May","","99.8754","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2012","2012","23012","Consumer Prices, General Indices (2015 = 100)","7006","June","","99.67606","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2012","2012","23012","Consumer Prices, General Indices (2015 = 100)","7007","July","","99.57638","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2012","2012","23012","Consumer Prices, General Indices (2015 = 100)","7008","August","","100.1744","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2012","2012","23012","Consumer Prices, General Indices (2015 = 100)","7009","September","","100.0748","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2012","2012","23012","Consumer Prices, General Indices (2015 = 100)","7010","October","","99.97508","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2012","2012","23012","Consumer Prices, General Indices (2015 = 100)","7011","November","","99.57638","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2012","2012","23012","Consumer Prices, General Indices (2015 = 100)","7012","December","","99.67606","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2013","2013","23012","Consumer Prices, General Indices (2015 = 100)","7001","January","","99.17767","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2013","2013","23012","Consumer Prices, General Indices (2015 = 100)","7002","February","","99.97508","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2013","2013","23012","Consumer Prices, General Indices (2015 = 100)","7003","March","","100.3738","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2013","2013","23012","Consumer Prices, General Indices (2015 = 100)","7004","April","","100.3738","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2013","2013","23012","Consumer Prices, General Indices (2015 = 100)","7005","May","","100.2741","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2013","2013","23012","Consumer Prices, General Indices (2015 = 100)","7006","June","","100.3738","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2013","2013","23012","Consumer Prices, General Indices (2015 = 100)","7007","July","","100.2741","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2013","2013","23012","Consumer Prices, General Indices (2015 = 100)","7008","August","","100.3738","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2013","2013","23012","Consumer Prices, General Indices (2015 = 100)","7009","September","","100.2741","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2013","2013","23012","Consumer Prices, General Indices (2015 = 100)","7010","October","","100.0748","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2013","2013","23012","Consumer Prices, General Indices (2015 = 100)","7011","November","","99.8754","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2013","2013","23012","Consumer Prices, General Indices (2015 = 100)","7012","December","","99.8754","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2014","2014","23012","Consumer Prices, General Indices (2015 = 100)","7001","January","","99.37702","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2014","2014","23012","Consumer Prices, General Indices (2015 = 100)","7002","February","","99.8754","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2014","2014","23012","Consumer Prices, General Indices (2015 = 100)","7003","March","","100.5731","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2014","2014","23012","Consumer Prices, General Indices (2015 = 100)","7004","April","","100.6728","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2014","2014","23012","Consumer Prices, General Indices (2015 = 100)","7005","May","","100.5731","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2014","2014","23012","Consumer Prices, General Indices (2015 = 100)","7006","June","","100.7725","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2014","2014","23012","Consumer Prices, General Indices (2015 = 100)","7007","July","","100.5731","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2014","2014","23012","Consumer Prices, General Indices (2015 = 100)","7008","August","","100.7725","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2014","2014","23012","Consumer Prices, General Indices (2015 = 100)","7009","September","","100.4735","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2014","2014","23012","Consumer Prices, General Indices (2015 = 100)","7010","October","","100.2741","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2014","2014","23012","Consumer Prices, General Indices (2015 = 100)","7011","November","","99.97508","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2014","2014","23012","Consumer Prices, General Indices (2015 = 100)","7012","December","","99.57638","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2015","2015","23012","Consumer Prices, General Indices (2015 = 100)","7001","January","","98.77897","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2015","2015","23012","Consumer Prices, General Indices (2015 = 100)","7002","February","","99.37702","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2015","2015","23012","Consumer Prices, General Indices (2015 = 100)","7003","March","","99.97508","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2015","2015","23012","Consumer Prices, General Indices (2015 = 100)","7004","April","","99.97508","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2015","2015","23012","Consumer Prices, General Indices (2015 = 100)","7005","May","","100.3738","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2015","2015","23012","Consumer Prices, General Indices (2015 = 100)","7006","June","","100.5731","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2015","2015","23012","Consumer Prices, General Indices (2015 = 100)","7007","July","","100.3738","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2015","2015","23012","Consumer Prices, General Indices (2015 = 100)","7008","August","","100.7725","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2015","2015","23012","Consumer Prices, General Indices (2015 = 100)","7009","September","","100.2741","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2015","2015","23012","Consumer Prices, General Indices (2015 = 100)","7010","October","","100.0748","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2015","2015","23012","Consumer Prices, General Indices (2015 = 100)","7011","November","","99.77573","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2015","2015","23012","Consumer Prices, General Indices (2015 = 100)","7012","December","","99.67606","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2016","2016","23012","Consumer Prices, General Indices (2015 = 100)","7001","January","","98.87865","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2016","2016","23012","Consumer Prices, General Indices (2015 = 100)","7002","February","","99.27735","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2016","2016","23012","Consumer Prices, General Indices (2015 = 100)","7003","March","","99.67606","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2016","2016","23012","Consumer Prices, General Indices (2015 = 100)","7004","April","","99.8754","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2016","2016","23012","Consumer Prices, General Indices (2015 = 100)","7005","May","","100.3738","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2016","2016","23012","Consumer Prices, General Indices (2015 = 100)","7006","June","","101.0715","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2016","2016","23012","Consumer Prices, General Indices (2015 = 100)","7007","July","","100.8722","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2016","2016","23012","Consumer Prices, General Indices (2015 = 100)","7008","August","","100.6728","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2016","2016","23012","Consumer Prices, General Indices (2015 = 100)","7009","September","","100.2741","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","372","Ireland","2016","2016","23012","Consumer Prices, General Indices (2015 = 100)","7010","October","","99.77573","X","Figure from international organizations","base year is 2015"
