Domain Code,Domain,Area Code (M49),Area,Year Code,Year,Item Code,Item,Months Code,Months,Unit,Value,Flag,Flag Description,Note
"CP","Consumer Price Indices","724","Spain","2001","2001","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","","72.15205","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","724","Spain","2002","2002","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","","72.37431","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","724","Spain","2002","2002","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","","72.34904","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","724","Spain","2002","2002","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","","72.73257","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","724","Spain","2002","2002","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","","73.20401","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","724","Spain","2002","2002","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","","73.5205","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","724","Spain","2002","2002","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","","73.71062","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","724","Spain","2002","2002","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","","74.01721","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","724","Spain","2002","2002","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","","74.36668","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","724","Spain","2002","2002","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","","74.75789","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","724","Spain","2002","2002","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","","74.89526","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","724","Spain","2002","2002","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","","75.00405","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","724","Spain","2002","2002","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","","75.47659","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","724","Spain","2003","2003","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","","75.88869","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","724","Spain","2003","2003","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","","75.63483","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","724","Spain","2003","2003","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","","75.90408","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","724","Spain","2003","2003","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","","75.93594","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","724","Spain","2003","2003","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","","76.14693","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","724","Spain","2003","2003","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","","76.27881","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","724","Spain","2003","2003","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","","76.70629","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","724","Spain","2003","2003","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","","77.36894","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","724","Spain","2003","2003","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","","78.04369","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","724","Spain","2003","2003","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","","78.08984","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","724","Spain","2003","2003","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","","78.20193","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","724","Spain","2003","2003","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","","78.53711","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","724","Spain","2004","2004","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","","78.93272","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","724","Spain","2004","2004","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","","78.62283","X","Figure from international organizations","base year is 2015"
